DÍA 	     (X) 	       (Y) 	      (Z) 	      (VX) 	       (VY) 	      (VZ) 
264.113190 	 1.148728 	 0.153313 	 0.062210 	 -0.711336 	 5.253169 	 2.263875 
265.098663 	 1.146807 	 0.167497 	 0.068323 	 -0.789664 	 5.242715 	 2.259633 
266.084167 	 1.144675 	 0.181652 	 0.074424 	 -0.867779 	 5.231306 	 2.254979 
267.069641 	 1.142332 	 0.195777 	 0.080512 	 -0.945668 	 5.218946 	 2.249915 
268.055145 	 1.139779 	 0.209868 	 0.086587 	 -1.023319 	 5.205638 	 2.244442 
269.040619 	 1.137016 	 0.223923 	 0.092647 	 -1.100718 	 5.191386 	 2.238562 
270.026123 	 1.134044 	 0.237940 	 0.098691 	 -1.177854 	 5.176195 	 2.232277 
271.011597 	 1.130864 	 0.251915 	 0.104718 	 -1.254712 	 5.160069 	 2.225588 
271.997101 	 1.127476 	 0.265848 	 0.110727 	 -1.331282 	 5.143012 	 2.218498 
272.982574 	 1.123882 	 0.279734 	 0.116717 	 -1.407549 	 5.125029 	 2.211008 
273.968079 	 1.120081 	 0.293571 	 0.122687 	 -1.483502 	 5.106124 	 2.203120 
274.953583 	 1.116076 	 0.307358 	 0.128636 	 -1.559128 	 5.086303 	 2.194836 
275.939056 	 1.111866 	 0.321091 	 0.134562 	 -1.634416 	 5.065569 	 2.186159 
276.924561 	 1.107453 	 0.334768 	 0.140464 	 -1.709352 	 5.043929 	 2.177090 
277.910034 	 1.102838 	 0.348386 	 0.146342 	 -1.783924 	 5.021387 	 2.167631 
278.895538 	 1.098021 	 0.361944 	 0.152195 	 -1.858122 	 4.997948 	 2.157785 
279.881012 	 1.093004 	 0.375439 	 0.158021 	 -1.931932 	 4.973617 	 2.147555 
280.866516 	 1.087788 	 0.388867 	 0.163819 	 -2.005343 	 4.948401 	 2.136941 
281.851990 	 1.082374 	 0.402228 	 0.169589 	 -2.078342 	 4.922305 	 2.125948 
282.837494 	 1.076762 	 0.415518 	 0.175329 	 -2.150919 	 4.895334 	 2.114576 
283.822968 	 1.070955 	 0.428736 	 0.181039 	 -2.223062 	 4.867495 	 2.102829 
284.808472 	 1.064952 	 0.441878 	 0.186716 	 -2.294758 	 4.838793 	 2.090709 
285.793945 	 1.058757 	 0.454943 	 0.192361 	 -2.365997 	 4.809234 	 2.078219 
286.779449 	 1.052368 	 0.467928 	 0.197972 	 -2.436768 	 4.778824 	 2.065361 
287.764923 	 1.045789 	 0.480830 	 0.203549 	 -2.507058 	 4.747570 	 2.052138 
288.750427 	 1.039020 	 0.493649 	 0.209090 	 -2.576857 	 4.715478 	 2.038553 
289.735901 	 1.032063 	 0.506381 	 0.214594 	 -2.646153 	 4.682555 	 2.024608 
290.721405 	 1.024918 	 0.519024 	 0.220060 	 -2.714936 	 4.648806 	 2.010306 
291.706879 	 1.017588 	 0.531575 	 0.225488 	 -2.783195 	 4.614240 	 1.995650 
292.692383 	 1.010073 	 0.544034 	 0.230876 	 -2.850918 	 4.578862 	 1.980643 
293.677856 	 1.002376 	 0.556397 	 0.236224 	 -2.918096 	 4.542679 	 1.965288 
294.663361 	 0.994497 	 0.568662 	 0.241530 	 -2.984716 	 4.505700 	 1.949588 
295.648834 	 0.986438 	 0.580827 	 0.246794 	 -3.050770 	 4.467929 	 1.933546 
296.634338 	 0.978201 	 0.592891 	 0.252015 	 -3.116246 	 4.429376 	 1.917165 
297.619812 	 0.969787 	 0.604850 	 0.257191 	 -3.181135 	 4.390047 	 1.900447 
298.605316 	 0.961198 	 0.616703 	 0.262322 	 -3.245425 	 4.349950 	 1.883397 
299.590820 	 0.952435 	 0.628448 	 0.267407 	 -3.309107 	 4.309092 	 1.866018 
300.576294 	 0.943501 	 0.640083 	 0.272446 	 -3.372170 	 4.267481 	 1.848312 
301.561798 	 0.934396 	 0.651605 	 0.277436 	 -3.434605 	 4.225124 	 1.830283 
302.547272 	 0.925122 	 0.663013 	 0.282378 	 -3.496402 	 4.182030 	 1.811935 
303.532776 	 0.915682 	 0.674304 	 0.287270 	 -3.557550 	 4.138206 	 1.793270 
304.518250 	 0.906077 	 0.685477 	 0.292112 	 -3.618042 	 4.093660 	 1.774293 
305.503754 	 0.896308 	 0.696530 	 0.296902 	 -3.677866 	 4.048401 	 1.755006 
306.489227 	 0.886378 	 0.707461 	 0.301641 	 -3.737013 	 4.002437 	 1.735413 
307.474731 	 0.876288 	 0.718267 	 0.306327 	 -3.795475 	 3.955776 	 1.715519 
308.460205 	 0.866040 	 0.728948 	 0.310958 	 -3.853241 	 3.908427 	 1.695325 
309.445709 	 0.855636 	 0.739501 	 0.315536 	 -3.910304 	 3.860397 	 1.674836 
310.431183 	 0.845079 	 0.749924 	 0.320058 	 -3.966653 	 3.811696 	 1.654056 
311.416687 	 0.834369 	 0.760215 	 0.324524 	 -4.022280 	 3.762333 	 1.632989 
312.402161 	 0.823508 	 0.770374 	 0.328933 	 -4.077176 	 3.712316 	 1.611637 
313.387665 	 0.812500 	 0.780397 	 0.333284 	 -4.131332 	 3.661653 	 1.590005 
314.373138 	 0.801345 	 0.790283 	 0.337577 	 -4.184741 	 3.610355 	 1.568097 
315.358643 	 0.790047 	 0.800031 	 0.341811 	 -4.237393 	 3.558430 	 1.545917 
316.344116 	 0.778606 	 0.809639 	 0.345985 	 -4.289280 	 3.505887 	 1.523468 
317.329620 	 0.767025 	 0.819105 	 0.350099 	 -4.340394 	 3.452736 	 1.500755 
318.315094 	 0.755306 	 0.828427 	 0.354151 	 -4.390727 	 3.398985 	 1.477781 
319.300598 	 0.743451 	 0.837605 	 0.358141 	 -4.440271 	 3.344645 	 1.454550 
320.286072 	 0.731462 	 0.846635 	 0.362068 	 -4.489018 	 3.289724 	 1.431068 
321.271576 	 0.719341 	 0.855518 	 0.365932 	 -4.536961 	 3.234232 	 1.407336 
322.257050 	 0.707092 	 0.864250 	 0.369732 	 -4.584091 	 3.178180 	 1.383361 
323.242554 	 0.694715 	 0.872831 	 0.373467 	 -4.630402 	 3.121576 	 1.359146 
324.228058 	 0.682213 	 0.881259 	 0.377136 	 -4.675886 	 3.064431 	 1.334694 
325.213531 	 0.669588 	 0.889533 	 0.380740 	 -4.720535 	 3.006754 	 1.310011 
326.199036 	 0.656842 	 0.897651 	 0.384277 	 -4.764344 	 2.948556 	 1.285101 
327.184509 	 0.643978 	 0.905613 	 0.387747 	 -4.807304 	 2.889846 	 1.259968 
328.170013 	 0.630999 	 0.913415 	 0.391149 	 -4.849409 	 2.830635 	 1.234616 
329.155487 	 0.617905 	 0.921058 	 0.394482 	 -4.890652 	 2.770932 	 1.209050 
330.140991 	 0.604701 	 0.928539 	 0.397747 	 -4.931026 	 2.710749 	 1.183274 
331.126465 	 0.591387 	 0.935858 	 0.400941 	 -4.970526 	 2.650096 	 1.157293 
332.111969 	 0.577966 	 0.943014 	 0.404066 	 -5.009145 	 2.588982 	 1.131110 
333.097443 	 0.564442 	 0.950004 	 0.407120 	 -5.046877 	 2.527419 	 1.104731 
334.082947 	 0.550815 	 0.956828 	 0.410103 	 -5.083716 	 2.465416 	 1.078161 
335.068420 	 0.537089 	 0.963485 	 0.413014 	 -5.119655 	 2.402986 	 1.051402 
336.053925 	 0.523266 	 0.969973 	 0.415853 	 -5.154689 	 2.340138 	 1.024461 
337.039398 	 0.509348 	 0.976291 	 0.418619 	 -5.188813 	 2.276883 	 0.997342 
338.024902 	 0.495339 	 0.982439 	 0.421312 	 -5.222021 	 2.213232 	 0.970050 
339.010376 	 0.481239 	 0.988414 	 0.423931 	 -5.254307 	 2.149196 	 0.942589 
339.995880 	 0.467053 	 0.994217 	 0.426476 	 -5.285667 	 2.084786 	 0.914963 
340.981354 	 0.452781 	 0.999846 	 0.428946 	 -5.316095 	 2.020013 	 0.887178 
341.966858 	 0.438428 	 1.005300 	 0.431342 	 -5.345587 	 1.954888 	 0.859239 
342.952332 	 0.423995 	 1.010578 	 0.433661 	 -5.374138 	 1.889422 	 0.831150 
343.937836 	 0.409485 	 1.015680 	 0.435906 	 -5.401743 	 1.823627 	 0.802916 
344.923309 	 0.394900 	 1.020604 	 0.438073 	 -5.428397 	 1.757514 	 0.774541 
345.908813 	 0.380243 	 1.025349 	 0.440165 	 -5.454097 	 1.691093 	 0.746032 
346.894287 	 0.365517 	 1.029915 	 0.442179 	 -5.478838 	 1.624377 	 0.717392 
347.879791 	 0.350724 	 1.034301 	 0.444116 	 -5.502617 	 1.557377 	 0.688626 
348.865295 	 0.335867 	 1.038506 	 0.445975 	 -5.525428 	 1.490105 	 0.659740 
349.850769 	 0.320948 	 1.042529 	 0.447757 	 -5.547270 	 1.422571 	 0.630738 
350.836273 	 0.305971 	 1.046370 	 0.449460 	 -5.568137 	 1.354788 	 0.601626 
351.821747 	 0.290937 	 1.050028 	 0.451084 	 -5.588027 	 1.286766 	 0.572408 
352.807251 	 0.275849 	 1.053502 	 0.452629 	 -5.606937 	 1.218519 	 0.543090 
353.792725 	 0.260710 	 1.056792 	 0.454096 	 -5.624863 	 1.150057 	 0.513676 
354.778229 	 0.245523 	 1.059897 	 0.455483 	 -5.641803 	 1.081393 	 0.484171 
355.763702 	 0.230290 	 1.062817 	 0.456790 	 -5.657753 	 1.012537 	 0.454581 
356.749207 	 0.215015 	 1.065551 	 0.458017 	 -5.672711 	 0.943503 	 0.424910 
357.734680 	 0.199698 	 1.068098 	 0.459165 	 -5.686675 	 0.874301 	 0.395164 
358.720184 	 0.184344 	 1.070459 	 0.460232 	 -5.699643 	 0.804944 	 0.365349 
359.705658 	 0.168955 	 1.072632 	 0.461218 	 -5.711611 	 0.735443 	 0.335468 
360.691162 	 0.153534 	 1.074618 	 0.462124 	 -5.722579 	 0.665812 	 0.305527 
361.676636 	 0.138083 	 1.076416 	 0.462949 	 -5.732545 	 0.596060 	 0.275531 
362.662140 	 0.122605 	 1.078025 	 0.463693 	 -5.741506 	 0.526202 	 0.245486 
363.647614 	 0.107103 	 1.079446 	 0.464355 	 -5.749462 	 0.456248 	 0.215397 
364.633118 	 0.091579 	 1.080677 	 0.464937 	 -5.756411 	 0.386211 	 0.185269 
